"nb_postcode","agricultural_land","national_parks","agricultural_land_band","national_parks_band"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2018,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2019,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2020,"0","0.001","0","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2021,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2022,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2023,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2024,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2025,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2026,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2027,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2028,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
2029,"906","0.038","0-10,000","0-5%"
